name,height,weight,position,school,city,state,score,nat_rank,pos_rank,state_rank,website,school_offer
Jamarion Stephens,5-10 ,160,ATH,Titusville,Titusville,FL,NA,NA,NA,NA,247,UMass
Tayvon Smith,6-6 ,200,ATH,Taft,Cincinnati,OH,NA,NA,NA,NA,247,UMass
Zaire Calhoun,6-3 ,205,ATH,Liberty,Brentwood,CA,NA,NA,NA,NA,247,UMass
Al-khabir Bethune,6-3 ,190,ATH,Plainfield,Plainfield,NJ,NA,NA,NA,NA,247,UMass
Ze'Quan Wright,5-9 ,165,ATH,Palm Beach Central,West Palm Beach,FL,NA,NA,NA,NA,247,UMass
AJ Azuakolam,6-2 ,175,ATH,Buckingham Browne & Nichols School,Cambridge,MA,NA,NA,NA,NA,247,UMass
Aidan Williams,6-0 ,175,ATH,Needham,Needham Heights,MA,NA,NA,NA,NA,247,UMass
James Dely,5-10 ,155,ATH,Paramus Catholic,Paramus,NJ,NA,NA,NA,NA,247,UMass
Dy'lon Womack,6-0 ,170,ATH,McEachern,Powder Springs,GA,NA,NA,NA,NA,247,UMass
Agyeman Addae,5-9 ,182,ATH,Columbus,Miami,FL,NA,NA,NA,NA,247,UMass
Gideon Douglas,5-10 ,165,ATH,Jupiter Christian School,Jupiter,FL,NA,NA,NA,NA,247,UMass
Wes Ryan,6-7 ,235,ATH,Shorecrest Prep,St. Petersburg,FL,NA,NA,NA,NA,247,UMass
Bryce Underwood,6-3.5 ,205,QB,Belleville,Belleville,MI,0.9998,1,1,1,247,Toledo
Tavien St. Clair,6-4 ,225,QB,Bellefontaine,Bellefontaine,OH,0.9968,7,3,1,247,Toledo
Malik Washington,6-4 ,215,QB,Archbishop Spalding,Severn,MD,0.9503,99,10,3,247,Toledo
Ryan Montgomery,6-3 ,215,QB,Findlay,Findlay,OH,0.9408,131,12,5,247,Toledo
George MacIntyre,6-5.5 ,190,QB,Brentwood Academy,Brentwood,TN,0.9355,150,13,2,247,Toledo
Robert McDaniel,6-1 ,195,QB,Hughson,Hughson,CA,0.8883,502,32,39,247,Toledo
Chris Denson,6-1.5 ,175,QB,Plant City,Plant City,FL,0.8814,613,35,78,247,Toledo
David McComb,6-3 ,208,QB,Memorial,Edmond,OK,0.8794,655,38,11,247,Toledo
Mason Heintschel,6-2 ,200,QB,Clay,Oregon,OH,0.8772,710,44,27,247,Toledo
Stone Saunders,6-1 ,205,QB,Bishop McDevitt,Harrisburg,PA,0.8767,726,47,17,247,Toledo
Au'tori Newkirk,6-3 ,200,QB,Maury,Norfolk,VA,0.875,773,49,23,247,Toledo
Scotty Fox,6-2 ,210,QB,Mentor,Mentor,OH,0.8694,954,55,37,247,Toledo
Brennen Ward,6-3 ,200,QB,Gahanna Lincoln,Columbus,OH,0.8664,1055,60,43,247,Toledo
Sawyer Anderson,5-10.5 ,177,QB,Parish Episcopal School,Dallas,TX,0.8639,1152,69,174,247,Toledo
Jimmy Sullivan,6-2 ,180,QB,Carroll,Fort Wayne,IN,0.8606,1294,79,26,247,Toledo
Charlie Johnston,6-5 ,200,QB,Moody,Moody,AL,0.8597,1332,80,45,247,Toledo
Ennio Yapoor,5-11 ,225,QB,Norland,Miami,FL,0.8589,1355,81,170,247,Toledo
Luke Carney,6-2 ,205,QB,Dallas Christian School,Mesquite,TX,0.8578,1402,83,210,247,Toledo
JT Kitna,6-2 ,215,QB,Lakota East,Middletown,OH,0.8572,1421,84,59,247,Toledo
Ryan Fitzgerald,6-3 ,205,QB,Loyola Academy,Wilmette,IL,0.855,1495,89,41,247,Toledo
Noah Ehrlich,6-1 ,195,QB,Crown Point,Crown Point,IN,0.8503,1666,97,31,247,Toledo
Tyrell Lewis,6-1 ,200,QB,Wayne,Dayton,OH,0.85,1670,98,68,247,Toledo
Ryan Huff,6-3 ,215,QB,Pensacola Catholic,Pensacola,FL,0.8386,2006,124,242,247,Toledo
Hype Grand,5-11 ,170,QB,Pasadena,Pasadena,CA,0.8378,2024,127,164,247,Toledo
Walter Moses,6-4 ,185,QB,Perry,Perry,OH,0.8364,2059,131,84,247,Toledo
Coleman Carter,6-1 ,180,QB,Adams County Christian School,Natchez,MS,0.8319,2152,142,41,247,Toledo
Deuce Vance,5-11 ,178,QB,Hattiesburg,Hattiesburg,MS,0.8306,2174,153,44,247,Toledo
Daniel Gomez,6-1 ,193,QB,Hanford,Hanford,CA,0.8104,2464,161,209,247,Toledo
Zander Smith,6-3 ,215,QB,Lakeland,Lakeland,FL,0.8006,2499,163,303,247,Toledo
Axel Newell,6-4 ,190,QB,St. Mary's,Orchard Lake,MI,NA,NA,NA,NA,247,Toledo
River Warren,6-3 ,195,QB,Del City,Oklahoma City,OK,NA,NA,NA,NA,247,Toledo
Jahmeir Spain,6-3 ,180,QB,Mt Healthy,Cincinnati,OH,NA,NA,NA,NA,247,Toledo
Jayce Nixon,6-0 ,195,QB,Venice,Venice,FL,NA,NA,NA,NA,247,Toledo
Easton Jessie,6-0 ,180,QB,Glasgow,Glasgow,KY,NA,NA,NA,NA,247,Toledo
Charlie Smith,6-2 ,195,QB,Charlotte Catholic,Charlotte,NC,NA,NA,NA,NA,247,Toledo
Max Lyall,6-3 ,205,QB,Tri-valley,Dresden,OH,NA,NA,NA,NA,247,Toledo
Shekai Mills-Knight,6-1 ,217,RB,Baylor School,Chattanooga,TN,0.9366,146,6,1,247,Toledo
Byron Louis,5-11 ,200,RB,American Heritage,Fort Lauderdale,FL,0.9253,196,15,30,247,Toledo
Waltez Clark,6-1 ,194,RB,Plant,Tampa,FL,0.9032,313,24,47,247,Toledo
Brendon Haygood,5-9 ,180,RB,Sachse,Sachse,TX,0.8955,396,27,54,247,Toledo
Deondrae Riden,5-10 ,195,RB,DeSoto,DeSoto,TX,0.8925,436,33,63,247,Toledo
Jace Clarizio,6-0 ,190,RB,East Lansing,East Lansing,MI,0.8894,483,40,7,247,Toledo
Deandre Desinor,5-8.5 ,175,RB,Atlantic,Delray Beach,FL,0.8869,519,42,68,247,Toledo
Iverson Howard,5-10 ,195,RB,Quince Orchard,Gaithersburg,MD,0.8861,531,43,16,247,Toledo
Riley Wormley,5-9 ,183,RB,Southlake Carroll,Southlake,TX,0.8853,540,44,75,247,Toledo
Kentrell Rinehart,6-1 ,205,RB,Westland,Galloway,OH,0.8844,552,47,22,247,Toledo
Daniel Anderson,5-11 ,200,RB,Bryant,Bryant,AR,0.88,640,54,5,247,Toledo
Synkwan Smith,5-9 ,165,RB,Roswell,Roswell,GA,0.8794,655,32,87,247,Toledo
Cedric Wyche,5-9.5 ,200,RB,St. Thomas Aquinas,Fort Lauderdale,FL,0.8794,655,55,83,247,Toledo
Isaiah Groves,5-11 ,185,RB,East Robertson,Cross Plains,TN,0.8769,717,56,24,247,Toledo
Eddie Love Jr.,5-8 ,175,RB,Niceville,Niceville,FL,0.8753,758,59,93,247,Toledo
Chad Gasper,5-10 ,200,RB,Katy Jordan,Fulshear,TX,0.8744,784,60,107,247,Toledo
Sean Cuono,5-10 ,185,RB,Clearwater Central Catholic,Clearwater,FL,0.8744,784,60,97,247,Toledo
Noah Sanders,5-11 ,170,RB,Wylie E. Groves,Franklin,MI,0.87,934,67,17,247,Toledo
Justin Thurman,5-10.5 ,184,RB,Jesuit,Tampa,FL,0.8694,954,69,119,247,Toledo
Tomir Bransford,5-11 ,185,RB,Westlake,Atlanta,GA,0.8678,1018,76,117,247,Toledo
Demon June,5-11 ,225,RB,Jacksonville,Jacksonville,NC,0.8678,1018,76,25,247,Toledo
Daniel Bray,5-9 ,165,RB,North Crowley,Fort Worth,TX,0.8675,1024,78,147,247,Toledo
Jaquari Lewis,5-8.5 ,185,RB,Chaminade-Madonna,Hollywood,FL,0.8636,1179,92,146,247,Toledo
Javin Gordon,5-10 ,200,RB,Stephens County,Toccoa,GA,0.8633,1182,93,136,247,Toledo
O'Lontae Dean,6-0 ,200,RB,Armwood,Seffner,FL,0.8631,1204,77,151,247,Toledo
Ziaire Stevens,5-10 ,185,RB,East,Akron,OH,0.8625,1222,96,52,247,Toledo
TaRyan Martin,5-8 ,175,RB,East St. Louis,East Saint Louis,IL,0.8606,1294,101,33,247,Toledo
Shawn Simeon,5-9 ,175,RB,Naples,Naples,FL,0.8589,1355,105,170,247,Toledo
Joseph Troupe,5-8 ,200,RB,Berkeley Prep,Tampa,FL,0.8581,1393,108,179,247,Toledo
Gabe Fields,6-0 ,200,RB,Central,Kansas City,MO,0.8567,1442,112,21,247,Toledo
Kolin Wilson,5-9 ,180,RB,Gulf Shores,Gulf Shores,AL,0.8567,1442,112,50,247,Toledo
Michael Taylor,5-10 ,190,RB,Pickerington North,Pickerington,OH,0.8558,1475,116,60,247,Toledo
Chase Garnett,5-8 ,200,RB,Liberty Christian,Argyle,TX,0.8542,1538,119,232,247,Toledo
Jayden Jackson,5-10 ,217,RB,Franklin,Franklin,TX,0.85,1670,126,244,247,Toledo
Grant Washington,5-10 ,195,RB,St Ignatius,Cleveland,OH,0.8486,1724,130,70,247,Toledo
Breyahn Townsend,6-0 ,190,RB,Independence C.C.,Independence,KS,0.8306,77,3,14,247,Toledo
Nino Hill,6-0 ,185,RB,McKinley,Canton,OH,0.8304,2184,151,95,247,Toledo
Richard Pacheco Jr.,5-11 ,175,RB,Moore Catholic,Staten Island,NY,NA,NA,NA,NA,247,Toledo
Khalid Campbell,5-9 ,195,RB,Zephyrhills Christian Academy,Zephyrhills,FL,NA,NA,NA,NA,247,Toledo
Josh Tate,5-11 ,195,RB,West Bloomfield,West Bloomfield,MI,NA,NA,NA,NA,247,Toledo
AJ Hill,5-10 ,175,RB,Davison,Davison,MI,NA,NA,NA,NA,247,Toledo
Keegan Sack,5-10 ,195,RB,Huntington,Huntington,WV,NA,NA,NA,NA,247,Toledo
Jordan Henderson,5-11 ,195,RB,Lakeland,Lakeland,FL,NA,NA,NA,NA,247,Toledo
Pharo Watts,5-11 ,175,RB,Frederick Douglass,Lexington,KY,NA,NA,NA,NA,247,Toledo
Josh Griffin,6-0 ,190,RB,Montgomery Catholic Preparatory,Montgomery,AL,NA,NA,NA,NA,247,Toledo
Dakorien Moore,5-11 ,182,WR,Duncanville,Duncanville,TX,0.98,9,1,5,247,Toledo
Caleb Cunningham,6-1 ,190,WR,Choctaw County,Ackerman,MS,0.96,48,7,1,247,Toledo
Dallas Wilson,6-3 ,195,WR,Tampa Bay Tech,Tampa,FL,0.96,50,8,6,247,Toledo
JonAnthony Hall,6-1 ,170,WR,Fishers,Fishers,IN,0.95,84,14,1,247,Toledo
Dorian Brew,6-0 ,200,WR,Conroe,Conroe,TX,0.95,98,12,22,247,Toledo
Malik Clark,6-2.5 ,183,WR,Rock Hill,Rock Hill,SC,0.94,108,15,2,247,Toledo
Travis Smith Jr.,6-3.5 ,199,WR,Westlake,Atlanta,GA,0.93,148,18,19,247,Toledo
Joshua Moore,6-4 ,205,WR,West Broward,Pembroke Pines,FL,0.92,193,22,21,247,Toledo
Cortez Mills,6-0.5 ,165,WR,Homestead,Homestead,FL,0.92,210,23,24,247,Toledo
Carson Lawrence,6-2 ,194,WR,McCallie School,Chattanooga,TN,0.92,216,18,6,247,Toledo
Shaun Terry,5-10 ,170,WR,Ironton,Ironton,OH,0.91,221,25,8,247,Toledo
Jalen Cooper,6-1.5 ,165,WR,Steele,Cibolo,TX,0.91,231,26,34,247,Toledo
Elijah Burress,6-1 ,170,WR,DePaul Catholic,Wayne,NJ,0.91,240,28,5,247,Toledo
James Finley,6-1 ,170,WR,Andrean,Merrillville,IN,0.9,NA,31,7,247,Toledo
Jayvan Boggs,6-0.5 ,200,WR,Cocoa,Cocoa,FL,0.89,NA,56,49,247,Toledo
Naeshaun Montgomery,6-1 ,165,WR,Miami Central,Miami,FL,0.89,NA,57,53,247,Toledo
Isaiah Mizell,6-0 ,160,WR,Boone,Orlando,FL,0.89,NA,59,57,247,Toledo
Jacob Washington,6-3 ,180,WR,Archbishop Shaw,Marrero,LA,0.89,NA,64,17,247,Toledo
Kenzy West,6-0.5 ,185,WR,Hartfield Academy,Flowood,MS,0.89,NA,28,17,247,Toledo
Daylyn Upshaw,5-11.5 ,180,WR,Central,Phenix City,AL,0.89,NA,65,23,247,Toledo
Eugene Hilton Jr.,6-2 ,195,WR,Zionsville,Zionsville,IN,0.89,NA,67,10,247,Toledo
Josh Johnson,6-3 ,185,WR,Ironton,Ironton,OH,0.89,NA,52,20,247,Toledo
Giyahni Kontosis,6-1 ,195,WR,Riverdale Baptist,Upper Marlboro,MD,0.89,NA,71,20,247,Toledo
Muizz Tounkara,6-3.5 ,195,WR,Clear Springs,League City,TX,0.89,NA,73,74,247,Toledo
Juju Preston,5-10 ,150,WR,Freedom,Woodbridge,VA,0.89,NA,77,17,247,Toledo
Terrence Smith,6-3 ,185,WR,West Aurora,Aurora,IL,0.89,NA,79,13,247,Toledo
Corey Simms,6-3 ,205,WR,Christian Brothers College,Saint Louis,MO,0.88,NA,82,4,247,Toledo
Jamar Browder,6-3.5 ,205,WR,Santaluces Community,Lake Worth,FL,0.88,NA,84,73,247,Toledo
Quentin Gibson,5-9 ,156,WR,North Crowley,Fort Worth,TX,0.88,NA,85,77,247,Toledo
Braylon Collier,6-1 ,170,WR,Perkins,Sandusky,OH,0.88,NA,87,23,247,Toledo
Quintin Simmons Jr.,6-0 ,175,WR,Withrow,Cincinnati,OH,0.88,NA,88,24,247,Toledo
Carterrious Brown,6-2 ,165,WR,Seguin,Arlington,TX,0.88,NA,92,82,247,Toledo
Davion Chandler,6-0 ,170,WR,Lawrence North,Indianapolis,IN,0.88,NA,102,12,247,Toledo
Preston Bowman,6-0 ,190,WR,Pickerington North,Pickerington,OH,0.88,NA,107,33,247,Toledo
Jahmare Washington,6-2 ,170,WR,Morgan Park,Chicago,IL,0.88,NA,65,18,247,Toledo
Josiah Abdullah,5-10 ,175,WR,Woodward Academy,Atlanta,GA,0.88,NA,111,91,247,Toledo
Trishstin Glass,6-4 ,185,WR,Copperas Cove,Copperas Cove,TX,0.88,NA,113,114,247,Toledo
Samari Reed,6-2 ,185,WR,Monarch,Pompano Beach,FL,0.87,NA,116,94,247,Toledo
Carl Jenkins Jr.,6-2 ,177,WR,St. Augustine,Saint Augustine,FL,0.87,NA,119,99,247,Toledo
Anson Lewis,6-0 ,195,WR,Oak Grove,Hattiesburg,MS,0.87,NA,120,20,247,Toledo
Braeden Walton,6-2 ,180,WR,Ashdown,Ashdown,AR,0.87,NA,131,7,247,Toledo
Lebron Hill,6-4 ,180,WR,Morton,Hammond,IN,0.87,NA,133,18,247,Toledo
Harold Mack,5-11 ,160,WR,Wayne,Fort Wayne,IN,0.87,NA,134,20,247,Toledo
Maurice Gleaton Jr.,5-10 ,160,WR,Langston Hughes,Fairburn,GA,0.87,NA,139,105,247,Toledo
Chance Ables,6-3 ,177,WR,Plano East,Plano,TX,0.87,NA,143,148,247,Toledo
Omar Mims Jr.,6-0 ,165,WR,Cahokia,East Saint Louis,IL,0.87,NA,151,26,247,Toledo
Kamren Flowers,5-11 ,170,WR,West Bloomfield,West Bloomfield,MI,0.87,NA,155,21,247,Toledo
Kamare Williams,6-1 ,175,WR,Palm Beach Central,West Palm Beach,FL,0.86,NA,160,133,247,Toledo
Adonis Moise,6-0 ,180,WR,IMG Academy,Bradenton,FL,0.86,NA,161,135,247,Toledo
Cameron Sapp,5-10 ,160,WR,Miami Palmetto,Miami,FL,0.86,NA,165,158,247,Toledo
Waden Charles,6-2 ,185,WR,Somerset Academy Canyons,Boynton Beach,FL,0.86,NA,167,164,247,Toledo
Dwayne White,6-3 ,185,WR,Prescott,Prescott,AR,0.86,NA,168,10,247,Toledo
Romel Stevens,6-4.5 ,205,WR,Willis,Willis,TX,0.86,NA,172,176,247,Toledo
Royale Shelvy,6-1 ,185,WR,Jefferson Co,Fayette,MS,0.86,NA,177,25,247,Toledo
DeShaun Lanier,5-11 ,165,WR,Chippewa Valley,Clinton Township,MI,0.86,NA,181,29,247,Toledo
Sentel Simpson,6-3 ,180,WR,Panther Creek,Frisco,TX,0.86,NA,104,207,247,Toledo
Royal Capell,5-10 ,190,WR,Steele,Cibolo,TX,0.86,NA,188,213,247,Toledo
Tyshawn Dues,5-10 ,171,WR,Hurricane,Hurricane,WV,0.86,NA,193,2,247,Toledo
Jase Nix,5-9 ,175,WR,San Marcos,San Marcos,CA,0.86,NA,196,115,247,Toledo
Kaleb Mitchell,6-5 ,180,WR,First Baptist Academy,Dallas,TX,0.86,NA,199,227,247,Toledo
Keyon Brown,6-3 ,200,WR,Iowa Western C.C.,Council Bluffs,IA,0.86,27,2,4,247,Toledo
Santonyo Isaac,5-11.5 ,165,WR,Tampa Bay Tech,Tampa,FL,0.85,NA,210,195,247,Toledo
Mikey Scott,5-8 ,155,WR,Dallastown Area,Dallastown,PA,0.85,NA,219,31,247,Toledo
Dilon Tallie,6-2 ,185,WR,Bowie,Arlington,TX,0.85,NA,225,254,247,Toledo
Braden Blueitt,6-0 ,190,WR,Colleyville Heritage,Colleyville,TX,0.85,NA,231,264,247,Toledo
Ryder Treadway,6-3 ,190,WR,Wakeland,Frisco,TX,0.85,NA,246,278,247,Toledo
Brock Coffman,6-0 ,170,WR,Sayre School,Lexington,KY,0.85,NA,249,19,247,Toledo
Andrew Leslie,6-2 ,185,WR,Cedar Grove,Ellenwood,GA,0.85,NA,250,197,247,Toledo
Sherone White,5-7 ,160,WR,Pickerington Central,Pickerington,OH,0.85,NA,258,79,247,Toledo
Darius Johnson,5-9.5 ,155,WR,Northwestern,Miami,FL,0.85,NA,259,210,247,Toledo
Trae Stevenson,6-0 ,170,WR,Germantown,Madison,MS,0.85,NA,261,40,247,Toledo
DL Hardison,5-9 ,150,WR,Cocoa,Cocoa,FL,0.84,NA,269,226,247,Toledo
Elisha Durham,6-0 ,150,WR,West Bloomfield,West Bloomfield,MI,0.84,NA,273,41,247,Toledo
Makih Johnson,6-2 ,185,WR,Tarpon Springs,Tarpon Springs,FL,0.84,NA,289,234,247,Toledo
Damarcco Blanton,6-0 ,185,WR,Southwest Mississippi C.C.,Summit,MS,0.84,72,11,28,247,Toledo
Dariyonne Bryant,6-2 ,185,WR,Highland C.C.,Highland,KS,0.84,75,12,19,247,Toledo
Colin Charles,6-0 ,180,WR,Northville,Pinckney,MI,0.83,NA,303,50,247,Toledo
Neo Clifton,6-2 ,185,WR,Brentwood Academy,Brentwood,TN,0.83,NA,311,69,247,Toledo
Ben Cole,6-4 ,195,WR,Alonso,Tampa,FL,0.83,NA,142,254,247,Toledo
Nate Lyman,6-2 ,189,WR,Kings,Kings Mills,OH,0.83,NA,321,115,247,Toledo
Antwon Thomas,5-11 ,160,WR,Belleville,Belleville,MI,0.83,NA,322,52,247,Toledo
Emmanuel Dyson,6-1.5 ,205,WR,Riverdale Baptist,Upper Marlboro,MD,0.83,NA,324,65,247,Toledo
Titus Myers,6-2 ,175,WR,Iowa Western C.C.,Council Bluffs,IA,0.83,87,14,9,247,Toledo
Larry Robinson III,6-3.5 ,190,WR,Kirkwood,Saint Louis,MO,0.83,NA,328,42,247,Toledo
Tyree Weatherspoon,6-5 ,186,WR,Lake Mary,Lake Mary,FL,0.82,NA,332,281,247,Toledo
Blake Wallace,6-0 ,170,WR,Spanish River,Boca Raton,FL,0.82,NA,335,287,247,Toledo
Jamil Miller,6-2 ,180,WR,Springfield,Springfield,OH,0.82,NA,347,132,247,Toledo
Weston Sturzinger,6-2 ,180,WR,Perkins,Sandusky,OH,0.82,NA,349,134,247,Toledo
Stratton Fuller,5-11 ,170,WR,Columbia City,Columbia City,IN,0.8,NA,378,58,247,Toledo
Calondrey Hardy,6-2 ,175,WR,Central,Detroit,MI,0.8,NA,386,70,247,Toledo
Ronald Towns,5-10 ,163,WR,Norland,Miami,FL,0.79,NA,391,343,247,Toledo
Jeremiah Sanders,6-3 ,185,WR,Mt Healthy,Cincinnati,OH,0.79,NA,393,161,247,Toledo
Liam Mann,6-6 ,210,WR,Carmel,Carmel,IN,NA,NA,NA,NA,247,Toledo
Trybe Wise,6-4 ,185,WR,Stephen Decatur,Berlin,MD,NA,NA,NA,NA,247,Toledo
Jamari Harrold,6-4 ,205,WR,Norcross,Norcross,GA,NA,NA,NA,NA,247,Toledo
Derrick Salley,6-4 ,190,WR,Hutchinson C.C.,Hutchinson,KS,NA,NA,NA,NA,247,Toledo
Brock Schott,6-3 ,215,TE,Leo HS,Leo,IN,0.93,174,10,3,247,Toledo
Hollis Davidson,6-5 ,238,TE,McIntosh,Peachtree City,GA,0.92,220,12,31,247,Toledo
Luka Gilbert,6-7 ,233,TE,Lakota West,West Chester,OH,0.9,NA,20,13,247,Toledo
Nolan Davenport,6-6 ,260,TE,Washington,Massillon,OH,0.89,NA,39,17,247,Toledo
Eli Owens,6-1.5 ,243,TE,Alcoa,Alcoa,TN,0.88,NA,37,19,247,Toledo
Grant Houser,6-5 ,230,TE,Wapakoneta,Wapakoneta,OH,0.88,NA,42,36,247,Toledo
Brian Kortovich,6-4 ,224,TE,Villa Angela-St. Joseph,Cleveland,OH,0.88,NA,43,37,247,Toledo
Meyer Swinney,6-3 ,210,TE,Edina,Minneapolis,MN,0.88,NA,56,4,247,Toledo
Joeseph Skipworth,6-5 ,220,TE,Pace,Milton,FL,0.87,NA,46,98,247,Toledo
Tyler Kielmeyer,6-7 ,235,TE,Westerville South,Westerville,OH,0.87,NA,49,41,247,Toledo
Khristian Mackintrush,6-3 ,190,TE,McKinney,McKinney,TX,0.87,NA,55,157,247,Toledo
Jayden Savoury,6-6 ,220,TE,St. Mary's,Orchard Lake,MI,0.87,NA,58,20,247,Toledo
Max Hunt,6-5 ,210,TE,Plant,Tampa,FL,0.86,NA,69,157,247,Toledo
Cross Nimmo,6-5 ,230,TE,Lake Catholic,Mentor,OH,0.86,NA,74,60,247,Toledo
Kevin Roche,6-8 ,240,TE,Darien,Darien,CT,0.86,NA,95,17,247,Toledo
Tucker Kelleher,6-5.5 ,220,TE,Alpharetta,Alpharetta,GA,0.85,NA,100,177,247,Toledo
Cayman Reynolds,6-3.5 ,225,TE,Sonoraville,Calhoun,GA,0.85,NA,102,181,247,Toledo
Brendan Loftus,6-7 ,215,TE,Loyola Academy,Wilmette,IL,0.85,NA,107,44,247,Toledo
Tamez Young,6-4 ,205,TE,Robinson,Tampa,FL,0.84,NA,117,220,247,Toledo
Brayden Boeing,6-5 ,225,TE,Elder,Cincinnati,OH,0.84,NA,120,92,247,Toledo
Brandon Kubay,6-3 ,225,TE,St. Thomas More,Oakdale,CT,0.84,NA,136,23,247,Toledo
Tayte Crable,6-5 ,215,TE,Archbishop Hoban,Akron,OH,0.83,NA,143,110,247,Toledo
Aiden Brewer,6-3 ,215,TE,Noblesville,Noblesville,IN,0.83,NA,145,50,247,Toledo
Jonathan Harding,6-3 ,225,TE,Villages Charter School,The Villages,FL,0.83,NA,151,264,247,Toledo
Jeremiah Beck,6-4 ,240,TE,Chaffey College,Rancho Cucamonga,CA,NA,NA,NA,NA,247,Toledo
Sean Persson,6-6 ,235,TE,Citrus College,Glendora,CA,NA,NA,NA,NA,247,Toledo
Juan Gaston,6-7 ,365,OT,Westlake,Atlanta,GA,0.98,18,4,4,247,Toledo
Carter Lowe,6-5 ,325,OT,Whitmer,Toledo,OH,0.96,72,14,3,247,Toledo
Ta'Khyian Whitset,6-5 ,265,OT,Antioch,Antioch,TN,0.91,228,23,7,247,Toledo
Avery Gach,6-5 ,290,OT,Wylie E. Groves,Franklin,MI,0.9,NA,20,5,247,Toledo
Darrin Strey,6-7 ,300,OT,Paw Paw,Paw Paw,MI,0.9,NA,32,6,247,Toledo
Juju Marks,6-6 ,290,OT,Olathe South,Olathe,KS,0.89,NA,40,7,247,Toledo
Jermiel Atkins,6-8 ,290,OT,Trotwood-Madison,Dayton,OH,0.88,NA,54,29,247,Toledo
Cameron Gorin,6-5 ,260,OT,Hamilton Southeastern,Fishers,IN,0.88,NA,59,13,247,Toledo
Cam Clark,6-7 ,275,OT,Dexter,Dexter,MI,0.88,NA,60,13,247,Toledo
Jordan Fields,6-4 ,265,OT,North Shore,Houston,TX,0.87,NA,69,129,247,Toledo
Antonio Johnson,6-4 ,285,OT,St. Mary's,Orchard Lake,MI,0.87,NA,75,15,247,Toledo
Jim Harris Jr.,6-5 ,285,OT,Muskegon,Muskegon,MI,0.87,NA,83,18,247,Toledo
Justin Bell,6-8 ,288,OT,Dakota,Macomb,MI,0.87,NA,84,19,247,Toledo
Tucker Kattus,6-5 ,285,OT,St. Xavier,Cincinnati,OH,0.87,NA,85,45,247,Toledo
Laparka Langston,6-8 ,310,OT,Northwest Mississippi C.C.,Senatobia,MS,0.87,18,2,10,247,Toledo
Wilnerson Telemaque,6-6 ,257,OT,Northwestern,Miami,FL,0.86,NA,120,165,247,Toledo
Woody Celucien,6-5 ,325,OT,Miami Central,Miami,FL,0.85,NA,125,183,247,Toledo
Raphael Greene-Nyarko,6-6 ,320,OT,Winton Woods,Cincinnati,OH,0.85,NA,115,71,247,Toledo
Spencer Beckeman,6-6 ,280,OT,Stoney Creek,Rochester,MI,0.85,NA,116,32,247,Toledo
Matt Marek,6-4 ,285,OT,Carl Sandburg,Orland Park,IL,0.85,NA,138,45,247,Toledo
Jake Sulzberger,6-5 ,260,OT,Lemont,Lemont,IL,0.85,NA,125,55,247,Toledo
Eli Kaufman,6-4 ,260,OT,Wadsworth,Wadsworth,OH,0.85,NA,149,77,247,Toledo
Jakheem Shumpert,6-5 ,325,OT,Northwest Mississippi C.C.,Senatobia,MS,0.85,49,4,21,247,Toledo
Paul Bowling,6-3.5 ,285,OT,McEachern,Powder Springs,GA,0.84,NA,142,218,247,Toledo
Jonathan Stangl,6-8 ,310,OT,Central Catholic,Canton,OH,0.84,NA,150,93,247,Toledo
Ameer Yasin,6-6 ,295,OT,Tallmadge,Tallmadge,OH,0.84,NA,151,95,247,Toledo
Ben Beymer,6-8 ,300,OT,Lakeland,Lakeland,FL,0.83,NA,166,246,247,Toledo
Jacob Wilk,6-6 ,290,OT,Lake Zurich,Lake Zurich,IL,0.83,NA,177,72,247,Toledo
Kaden Mayle,6-6 ,315,OT,Fremont Ross,Fremont,OH,0.83,NA,178,111,247,Toledo
Jaezen Lewis,6-6 ,305,OT,Washington,Massillon,OH,0.8,NA,219,151,247,Toledo
Mehki Cousar,6-6 ,315,OT,St. Frances Academy,Baltimore,MD,NA,NA,NA,NA,247,Toledo
Miles Glover,6-8 ,320,OT,Pace Academy,Atlanta,GA,NA,NA,NA,NA,247,Toledo
Ziyare Addison,6-5 ,290,IOL,Carrollwood Day,Tampa,FL,0.95,102,15,14,247,Toledo
Isaac Sowells Jr.,6-2 ,305,IOL,Louisville Male,Louisville,KY,0.95,104,4,1,247,Toledo
Cameron Herron,6-3 ,275,IOL,Warren Central,Indianapolis,IN,0.91,243,15,5,247,Toledo
N'Kye Wynn,6-5 ,277,IOL,Muskegon,Muskegon,MI,0.89,NA,30,9,247,Toledo
Amir Leonard-Jean Charles,6-4 ,305,IOL,Lipscomb Academy,Nashville,TN,0.89,NA,61,16,247,Toledo
Jake Cook,6-5 ,295,IOL,Westerville North,Westerville,OH,0.89,NA,34,21,247,Toledo
Jayvon McFadden,6-5 ,300,IOL,Riverdale Baptist,Upper Marlboro,MD,0.89,NA,35,19,247,Toledo
Jayden Clark,6-5 ,305,IOL,Northmont,Clayton,OH,0.89,NA,37,22,247,Toledo
Lucas Allgeyer,6-6 ,260,IOL,Mary Institute & St Louis Country Day,Saint Louis,MO,0.87,NA,77,14,247,Toledo
Jon Adair,6-5 ,265,IOL,Lipscomb Academy,Nashville,TN,0.87,NA,80,29,247,Toledo
Robert Smith IV,6-4 ,290,IOL,Villa Angela-St. Joseph,Cleveland,OH,0.86,NA,92,57,247,Toledo
